N,t
332,0.000505
333,0.000606
334,0.000538
335,0.000552
336,0.000496
337,0.00053
338,0.000501
339,0.000662
340,0.000606
341,0.000612
342,0.000561
343,0.00053
344,0.00068
345,0.000456
346,0.000545
347,0.000514
348,0.000527
349,0.000585
350,0.000481
351,0.000512
352,0.000518
353,0.000547
354,0.000631
355,0.000616
356,0.000567
357,0.000591
358,0.000553
359,0.000574
360,0.000702
361,0.000589
362,0.000548
363,0.000519
364,0.000517
365,0.000546
366,0.000547
367,0.000655
368,0.000549
369,0.000565
370,0.000538
371,0.000564
372,0.000543
373,0.000569
374,0.00055
375,0.00057
376,0.000557
377,0.000572
378,0.000555
379,0.000573
380,0.000591
381,0.000583
382,0.000717
383,0.000619
384,0.000602
385,0.00059
386,0.000596
387,0.000605
388,0.000598
389,0.0006
390,0.000615
391,0.000593
392,0.000622
393,0.000626
394,0.000624
395,0.000621
396,0.000708
397,0.000614
398,0.000641
399,0.000633
400,0.00069
401,0.000623
402,0.000697
403,0.000653
404,0.000658
405,0.00065
406,0.000743
407,0.000663
408,0.000778
409,0.00093
410,0.000731
411,0.000706
412,0.000775
413,0.000723
414,0.000771
415,0.0008
416,0.00087
417,0.000787
418,0.000753
419,0.000929
420,0.000848
421,0.000865
422,0.000956
423,0.000876
424,0.000892
425,0.000901
426,0.000752
427,0.000735
428,0.000801
429,0.000838
430,0.000815
431,0.000761
432,0.000704
433,0.000744
434,0.00071
435,0.000754
436,0.000717
437,0.00072
438,0.000771
439,0.000728
440,0.000774
441,0.000882
442,0.000829
443,0.000772
444,0.000741
445,0.00076
446,0.000751
447,0.000754
448,0.000759
449,0.000764
450,0.000966
451,0.001035
452,0.000907
453,0.00094
454,0.000997
455,0.001176
456,0.001138
457,0.001068
458,0.001188
459,0.00099
460,0.000961
461,0.000865
462,0.000802
463,0.000807
464,0.00081
465,0.000899
466,0.000934
467,0.001009
468,0.000907
469,0.000969
470,0.001061
471,0.001345
472,0.001684
473,0.001687
474,0.001673
475,0.001145
476,0.000912
477,0.000915
478,0.000892
479,0.000894
480,0.00102
481,0.000923
482,0.000991
483,0.001087
484,0.000968
485,0.000935
486,0.000917
487,0.000967
488,0.000968
489,0.000956
490,0.000967
491,0.000973
492,0.001018
493,0.000996
494,0.001024
495,0.001043
496,0.001028
497,0.001077
498,0.001026
499,0.001055
500,0.001044
501,0.001033
502,0.001065
503,0.001061
504,0.001112
505,0.001264
506,0.001441
507,0.001499
508,0.001198
509,0.001257
510,0.001361
511,0.001149
512,0.001128
513,0.001457
514,0.001253
515,0.001308
516,0.001238
517,0.001239
518,0.001316
519,0.00105
520,0.001094
521,0.001023
522,0.00107
523,0.001068
524,0.001264
525,0.001093
526,0.00126
527,0.001299
528,0.001194
529,0.001102
530,0.001088
531,0.001092
532,0.001092
533,0.001066
534,0.001072
535,0.001115
536,0.001113
537,0.001179
538,0.001118
539,0.001133
540,0.001152
541,0.001167
542,0.00116
543,0.001155
544,0.001176
545,0.001175
546,0.001189
547,0.001179
548,0.001238
549,0.001187
550,0.001207
551,0.001198
552,0.00122
553,0.00123
554,0.001223
555,0.001245
556,0.001249
557,0.001237
558,0.001275
559,0.001237
560,0.001244
561,0.001262
562,0.001258
563,0.001253
564,0.001531
565,0.001266
566,0.001306
567,0.001288
568,0.00131
569,0.001313
570,0.001313
571,0.001316
572,0.00132
573,0.001358
574,0.001365
575,0.001309
576,0.001349
577,0.001358
578,0.001322
579,0.001322
580,0.001329
581,0.001378
582,0.001369
583,0.001386
584,0.001387
585,0.001388
586,0.001372
587,0.001379
588,0.001374
589,0.001397
590,0.001416
591,0.001415
592,0.001433
593,0.001425
594,0.00143
595,0.001443
596,0.001424
597,0.001455
598,0.001468
599,0.001421
600,0.001486
601,0.001496
602,0.00168
603,0.001889
604,0.001743
605,0.001832
606,0.001675
607,0.001553
608,0.001433
609,0.001461
610,0.001472
611,0.001478
612,0.001646
613,0.001574
614,0.001809
615,0.00179
616,0.00172
617,0.001957
618,0.001503
619,0.001478
620,0.00154
621,0.001539
622,0.001587
623,0.00159
624,0.001586
625,0.001582
626,0.001589
627,0.001594
628,0.001574
629,0.001605
630,0.001618
631,0.001589
632,0.001626
633,0.001588
634,0.001592
635,0.001588
636,0.0016
637,0.001651
638,0.001668
639,0.001619
640,0.001717
641,0.001663
642,0.00165
643,0.001667
644,0.001738
645,0.001663
646,0.001651
647,0.001648
648,0.001653
649,0.001662
650,0.001736
651,0.001649
652,0.001678
653,0.001736
654,0.001705
655,0.001695
656,0.00169
657,0.001745
658,0.001726
659,0.001713
660,0.001684
661,0.001769
662,0.00172
663,0.001735
664,0.001754
665,0.001769
666,0.001772
667,0.001754
668,0.001754
669,0.001826
670,0.001813
671,0.001822
672,0.001785
673,0.001781
674,0.001848
675,0.001845
676,0.001848
677,0.001827
678,0.001808
679,0.001807
680,0.001813
681,0.001821
682,0.00184
683,0.001829
684,0.001852
685,0.001888
686,0.001871
687,0.001913
688,0.001887
689,0.001916
690,0.001898
691,0.001936
692,0.001906
693,0.001902
694,0.001892
695,0.001914
696,0.001908
697,0.001913
698,0.001951
699,0.001946
700,0.001932
701,0.001972
702,0.002186
703,0.002044
704,0.002044
705,0.002009
706,0.002082
707,0.002363
708,0.003085
709,0.002419
710,0.002607
711,0.002239
712,0.001965
713,0.002043
714,0.002105
715,0.002045
716,0.002068
717,0.002171
718,0.002246
719,0.00225
720,0.002158
721,0.002159
722,0.002182
723,0.002345
724,0.002128
725,0.002126
726,0.002169
727,0.002168
728,0.002158
729,0.00221
730,0.002133
731,0.002206
732,0.002144
733,0.002222
734,0.002239
735,0.002174
736,0.002129
737,0.002141
738,0.00215
739,0.00215
740,0.00223
741,0.002212
742,0.00224
743,0.00224
744,0.00224
745,0.002221
746,0.002228
747,0.002203
748,0.002286
749,0.002213
750,0.002187
751,0.002233
752,0.002209
753,0.002262
754,0.002275
755,0.002269
756,0.002283
757,0.00229
758,0.002207
759,0.002212
760,0.002221
761,0.002248
762,0.002273
763,0.002354
764,0.0022
765,0.002274
766,0.002311
767,0.002317
768,0.002283
769,0.002285
770,0.002342
771,0.002265
772,0.00234
773,0.002381
774,0.002343
775,0.002321
776,0.002383
777,0.002336
778,0.002441
779,0.002378
780,0.002393
781,0.002396
782,0.002456
783,0.002446
784,0.00249
785,0.002422
786,0.002462
787,0.002525
788,0.002489
789,0.002447
790,0.00249
791,0.002479
792,0.002467
793,0.002509
794,0.002498
795,0.002506
796,0.002561
797,0.002517
798,0.002517
799,0.002517
800,0.002554
801,0.002555
802,0.002842
803,0.002791
804,0.002936
805,0.002517
806,0.002596
807,0.002841
808,0.003278
809,0.002979
810,0.002495
811,0.002541
812,0.002661
813,0.002621
814,0.002586
815,0.00261
816,0.002617
817,0.002698
818,0.002665
819,0.002673
820,0.002689
821,0.002695
822,0.002743
823,0.002687
824,0.002698
825,0.002721
826,0.002717
827,0.002751
828,0.002726
829,0.002689
830,0.00271
831,0.002722
832,0.00274
833,0.002802
834,0.002723
835,0.002709
836,0.002764
837,0.002794
838,0.002728
839,0.002782
840,0.002766
841,0.002756
842,0.00271
843,0.002817
844,0.002798
845,0.002821
846,0.002868
847,0.002823
848,0.002829
849,0.002817
850,0.002892
851,0.002853
852,0.002853
853,0.002915
854,0.002898
855,0.002856
856,0.002805
857,0.002867
858,0.002838
859,0.00287
860,0.00291
861,0.002958
862,0.002869
863,0.00286
864,0.002937
865,0.002935
866,0.002894
867,0.002878
868,0.003044
869,0.002947
870,0.002981
871,0.002904
872,0.003049
873,0.003016
874,0.002922
875,0.002967
876,0.003063
877,0.003067
878,0.002981
879,0.003033
880,0.003094
881,0.003103
882,0.003043
883,0.003033
884,0.003039
885,0.002996
886,0.003023
887,0.00309
888,0.003104
889,0.003037
890,0.003119
891,0.003101
892,0.003118
893,0.003139
894,0.003099
895,0.003107
896,0.003149
897,0.003194
898,0.003144
899,0.00319
900,0.003172
901,0.003294
902,0.003272
903,0.003203
904,0.003313
905,0.003661
906,0.003495
907,0.003184
908,0.003223
909,0.003329
910,0.003189
911,0.003181
912,0.003245
913,0.003246
914,0.003272
915,0.003282
916,0.003264
917,0.003357
918,0.003337
919,0.00322
920,0.003296
921,0.003378
922,0.003299
923,0.003327
924,0.003324
925,0.003327
926,0.003329
927,0.003422
928,0.003424
929,0.003304
930,0.003412
931,0.003333
932,0.003419
933,0.003377
934,0.003405
935,0.003362
936,0.003445
937,0.00349
938,0.003352
939,0.0034
940,0.003511
941,0.003428
942,0.003396
943,0.003397
944,0.003441
945,0.003464
946,0.003458
947,0.003578
948,0.003572
949,0.003432
950,0.003459
951,0.003439
952,0.003412
953,0.003398
954,0.003452
955,0.003462
956,0.003472
957,0.003578
958,0.003606
959,0.003606
960,0.003635
961,0.003618
962,0.003627
963,0.00367
964,0.00392
965,0.003797
966,0.003817
967,0.003829
968,0.003781
969,0.003811
970,0.003623
971,0.003556
972,0.003655
973,0.003571
974,0.003646
975,0.003736
976,0.003597
977,0.003635
978,0.003741
979,0.003697
980,0.003778
981,0.003771
982,0.003758
983,0.003775
984,0.003975
985,0.003977
986,0.004059
987,0.004048
988,0.004051
989,0.00403
990,0.003812
991,0.003743
992,0.003771
993,0.003799
994,0.003753
995,0.003786
996,0.003827
997,0.003797
998,0.003881
999,0.00381
1000,0.003839
1001,0.004151
1002,0.004247
1003,0.004581
1004,0.00428
1005,0.004004
1006,0.004481
1007,0.004176
1008,0.004142
1009,0.004203
1010,0.004136
1011,0.00413
1012,0.004083
1013,0.004151
1014,0.004149
1015,0.00416
1016,0.004397
1017,0.004442
1018,0.004405
1019,0.004382
1020,0.004346
1021,0.004382
1022,0.004043
1023,0.004005
1024,0.004137
1025,0.004117
1026,0.004173
1027,0.004159
1028,0.004194
1029,0.004229
1030,0.004121
1031,0.004225
1032,0.004177
1033,0.004226
1034,0.004207
1035,0.004215
1036,0.004231
1037,0.004294
1038,0.004242
1039,0.004246
1040,0.004325
1041,0.004275
1042,0.004234
1043,0.004272
1044,0.004353
1045,0.004355
1046,0.004272
1047,0.0043
1048,0.004382
1049,0.004424
1050,0.004316
1051,0.004326
1052,0.004407
1053,0.004352
1054,0.004416
1055,0.004363
1056,0.004374
1057,0.004347
1058,0.004328
1059,0.004449
1060,0.004384
1061,0.00443
1062,0.004413
1063,0.004417
1064,0.004609
1065,0.004424
1066,0.004433
1067,0.004434
1068,0.004485
1069,0.004395
1070,0.004546
1071,0.004493
1072,0.004469
1073,0.004496
1074,0.004498
1075,0.004545
1076,0.004538
1077,0.004546
1078,0.004539
1079,0.004494
1080,0.004513
1081,0.004542
1082,0.00455
1083,0.004595
1084,0.004601
1085,0.004551
1086,0.004541
1087,0.004588
1088,0.004633
1089,0.004616
1090,0.004665
1091,0.004668
1092,0.004699
1093,0.004727
1094,0.004769
1095,0.004686
1096,0.004768
1097,0.004726
1098,0.004691
1099,0.004677
1100,0.004796
1101,0.005251
1102,0.005166
1103,0.004864
1104,0.005223
1105,0.00498
1106,0.004768
1107,0.004909
1108,0.004761
1109,0.004804
1110,0.004934
1111,0.004759
1112,0.004848
1113,0.004975
1114,0.004837
1115,0.004857
1116,0.004795
1117,0.004811
1118,0.004782
1119,0.004814
1120,0.004829
1121,0.004855
1122,0.00494
1123,0.004952
1124,0.004934
1125,0.00491
1126,0.004893
1127,0.004965
1128,0.004902
1129,0.005009
1130,0.004966
1131,0.004927
1132,0.004928
1133,0.005019
1134,0.004962
1135,0.004911
1136,0.004963
1137,0.005018
1138,0.005051
1139,0.005106
1140,0.005026
1141,0.005032
1142,0.005011
1143,0.005153
1144,0.005062
1145,0.005056
1146,0.004956
1147,0.005049
1148,0.00513
1149,0.005082
1150,0.005153
1151,0.005087
1152,0.005209
1153,0.005054
1154,0.005165
1155,0.005223
1156,0.005201
1157,0.005144
1158,0.005106
1159,0.005319
1160,0.005238
1161,0.005301
1162,0.005262
1163,0.005092
1164,0.005266
1165,0.005254
1166,0.005338
1167,0.005272
1168,0.005316
1169,0.005235
1170,0.005228
1171,0.005293
1172,0.00551
1173,0.005417
1174,0.005344
1175,0.005286
1176,0.005438
1177,0.005388
1178,0.005511
1179,0.005703
1180,0.005502
1181,0.005429
1182,0.005409
1183,0.005383
1184,0.005379
1185,0.005478
1186,0.005347
1187,0.005421
1188,0.005512
1189,0.005504
1190,0.005491
1191,0.005468
1192,0.005481
1193,0.005611
1194,0.00545
1195,0.005506
1196,0.005562
1197,0.005493
1198,0.005551
1199,0.005654
1200,0.005701
1201,0.00633
1202,0.005721
1203,0.006346
1204,0.006207
1205,0.005739
1206,0.005675
1207,0.005765
1208,0.00573
1209,0.005713
1210,0.005671
1211,0.005807
1212,0.005755
1213,0.005778
1214,0.005652
1215,0.005742
1216,0.005809
1217,0.005788
1218,0.00572
1219,0.005775
1220,0.005817
1221,0.005774
1222,0.005738
1223,0.005858
1224,0.005787
1225,0.005771
1226,0.005767
1227,0.005831
1228,0.00582
1229,0.005907
1230,0.00582
1231,0.005766
1232,0.005787
1233,0.005877
1234,0.005935
1235,0.005941
1236,0.005819
1237,0.005848
1238,0.006038
1239,0.006641
1240,0.006182
1241,0.006104
1242,0.00648
1243,0.006283
1244,0.006189
1245,0.006174
1246,0.006143
1247,0.006257
1248,0.006119
1249,0.005925
1250,0.005906
1251,0.006031
1252,0.00599
1253,0.006143
1254,0.006043
1255,0.006004
1256,0.006064
1257,0.005989
1258,0.006171
1259,0.006092
1260,0.006223
1261,0.00613
1262,0.005996
1263,0.006003
1264,0.006124
1265,0.006121
1266,0.006036
1267,0.00603
1268,0.00598
1269,0.005969
1270,0.005999
1271,0.006
1272,0.006163
1273,0.006161
1274,0.006144
1275,0.006205
1276,0.006095
1277,0.006101
1278,0.006347
1279,0.006285
1280,0.00615
1281,0.006189
1282,0.006232
1283,0.006259
1284,0.006238
1285,0.006207
1286,0.006381
1287,0.00629
1288,0.00642
1289,0.006345
1290,0.006359
1291,0.00634
1292,0.006422
1293,0.006321
1294,0.00637
1295,0.006372
1296,0.006305
1297,0.006424
1298,0.006308
1299,0.006351
1300,0.006646
1301,0.006629
1302,0.007086
1303,0.006427
1304,0.006786
1305,0.006723
1306,0.009461
1307,0.009722
1308,0.009583
1309,0.007924
1310,0.00679
1311,0.006288
1312,0.006241
1313,0.006297
1314,0.006244
1315,0.006278
1316,0.006208
1317,0.006392
1318,0.006405
1319,0.006411
1320,0.006442
1321,0.006357
1322,0.006345
1323,0.006547
1324,0.006401
1325,0.006517
1326,0.00662
1327,0.006456
1328,0.006555
1329,0.006644
1330,0.006571
1331,0.006779
1332,0.00711
1333,0.006755
1334,0.006886
1335,0.007135
1336,0.006795
1337,0.006729
1338,0.006634
1339,0.006704
1340,0.006843
1341,0.00678
1342,0.006878
1343,0.006879
1344,0.006802
1345,0.006911
1346,0.006827
1347,0.006753
1348,0.006819
1349,0.00693
1350,0.006832
1351,0.006993
1352,0.006858
1353,0.00682
1354,0.006846
1355,0.006773
1356,0.006971
1357,0.006941
1358,0.006906
1359,0.007175
1360,0.007034
1361,0.006979
1362,0.007082
1363,0.006935
1364,0.007123
1365,0.007016
1366,0.007199
1367,0.007184
1368,0.007225
1369,0.00722
1370,0.007178
1371,0.007091
1372,0.007134
1373,0.00708
1374,0.007235
1375,0.007203
1376,0.007129
1377,0.007222
1378,0.00722
1379,0.007214
1380,0.007199
1381,0.007283
1382,0.007368
1383,0.007312
1384,0.007307
1385,0.007416
1386,0.007231
1387,0.007331
1388,0.007439
1389,0.007552
1390,0.007292
1391,0.007156
1392,0.007366
1393,0.007445
1394,0.007449
1395,0.007456
1396,0.007354
1397,0.007361
1398,0.007438
1399,0.007403
1400,0.007962
1401,0.008196
1402,0.007733
1403,0.008474
1404,0.007555
1405,0.007608
1406,0.007523
1407,0.007545
1408,0.007688
1409,0.007375
1410,0.007637
1411,0.007562
1412,0.007494
1413,0.007467
1414,0.00753
1415,0.007678
1416,0.007638
1417,0.007684
1418,0.007644
1419,0.007633
1420,0.007699
1421,0.007713
1422,0.007655
1423,0.007717
1424,0.007699
1425,0.007813
1426,0.007659
1427,0.00768
1428,0.007703
1429,0.007839
1430,0.00776
1431,0.00773
1432,0.00775
1433,0.007853
1434,0.007906
1435,0.007771
1436,0.007982
1437,0.007746
1438,0.008024
1439,0.007963
1440,0.007833
1441,0.007964
1442,0.007915
1443,0.008088
1444,0.007946
1445,0.007857
1446,0.007839
1447,0.007945
1448,0.007982
1449,0.008022
1450,0.007991
1451,0.007958
1452,0.00792
1453,0.008117
1454,0.00806
1455,0.007975
1456,0.008128
1457,0.00805
1458,0.008155
1459,0.008245
1460,0.008022
1461,0.008273
1462,0.008224
1463,0.008147
1464,0.008229
1465,0.008392
1466,0.008445
1467,0.008157
1468,0.008148
1469,0.008038
1470,0.008138
1471,0.008188
1472,0.008209
1473,0.008187
1474,0.008269
1475,0.008378
1476,0.009059
1477,0.008959
1478,0.008972
1479,0.008905
1480,0.008737
1481,0.008972
1482,0.008149
1483,0.008294
1484,0.008553
1485,0.008286
1486,0.008267
1487,0.008409
1488,0.008365
1489,0.008386
1490,0.008519
1491,0.008678
1492,0.008409
1493,0.008374
1494,0.008364
1495,0.008527
1496,0.008983
1497,0.009181
1498,0.009141
1499,0.009039
1500,0.009566
1501,0.010065
1502,0.008632
1503,0.008575
1504,0.008571
1505,0.008599
1506,0.008635
1507,0.008627
1508,0.008671
1509,0.008759
1510,0.009755
1511,0.009081
1512,0.009518
1513,0.009216
1514,0.009087
1515,0.009068
1516,0.008926
1517,0.00874
1518,0.008871
1519,0.008977
1520,0.009159
1521,0.009065
1522,0.00896
1523,0.009096
1524,0.008929
1525,0.008883
1526,0.00896
1527,0.009135
1528,0.009452
1529,0.009474
1530,0.009494
1531,0.009684
1532,0.009404
1533,0.009491
1534,0.008865
1535,0.008995
1536,0.009042
1537,0.008981
1538,0.00897
1539,0.009024
1540,0.008902
1541,0.008969
1542,0.009146
1543,0.009082
1544,0.009062
1545,0.009202
1546,0.009225
1547,0.009051
1548,0.009084
1549,0.009114
1550,0.009125
1551,0.008946
1552,0.009171
1553,0.009201
1554,0.00908
1555,0.009323
1556,0.009159
1557,0.0091
1558,0.009123
1559,0.009173
1560,0.009243
1561,0.009215
1562,0.009228
1563,0.009223
1564,0.009259
1565,0.009229
1566,0.009376
1567,0.00948
1568,0.009433
1569,0.0094
1570,0.009307
1571,0.009438
1572,0.009388
1573,0.009443
1574,0.009358
1575,0.009331
1576,0.009437
1577,0.009881
1578,0.009671
1579,0.009771
1580,0.009418
1581,0.009525
1582,0.009428
1583,0.00933
1584,0.009358
1585,0.009546
1586,0.009593
1587,0.009524
1588,0.009682
1589,0.009502
1590,0.009545
1591,0.009441
1592,0.009615
1593,0.009563
1594,0.009568
1595,0.009794
1596,0.009753
1597,0.009812
1598,0.009694
1599,0.009709
1600,0.010412
1601,0.010354
1602,0.0105
1603,0.010137
1604,0.009928
1605,0.009724
1606,0.009793
1607,0.009709
1608,0.009629
1609,0.009784
1610,0.009703
1611,0.009626
1612,0.009712
1613,0.009655
1614,0.009861
1615,0.009741
1616,0.010016
1617,0.009759
1618,0.009872
1619,0.009862
1620,0.009826
1621,0.009919
1622,0.00998
1623,0.010035
1624,0.009906
1625,0.010021
1626,0.009937
1627,0.009876
1628,0.010191
1629,0.010035
1630,0.009918
1631,0.010017
1632,0.009941
1633,0.010021
1634,0.009957
1635,0.009885
1636,0.010117
1637,0.01007
1638,0.01012
1639,0.009941
1640,0.01023
1641,0.010149
1642,0.010138
1643,0.010222
1644,0.010237
1645,0.010292
1646,0.01017
1647,0.010397
1648,0.010193
1649,0.01019
1650,0.010118
1651,0.010234
1652,0.010217
1653,0.010336
1654,0.0103
1655,0.010302
1656,0.010146
1657,0.010191
1658,0.010453
1659,0.010227
1660,0.010365
1661,0.010366
1662,0.010408
1663,0.010468
1664,0.010463
1665,0.010469
1666,0.010422
1667,0.010485
1668,0.010482
1669,0.010522
1670,0.01046
1671,0.010615
1672,0.011344
1673,0.010403
1674,0.010434
1675,0.010556
1676,0.010496
1677,0.01094
1678,0.010733
1679,0.010589
1680,0.010729
1681,0.010785
1682,0.010527
1683,0.010746
1684,0.010603
1685,0.010785
1686,0.01082
1687,0.01052
1688,0.010448
1689,0.010657
1690,0.01057
1691,0.010711
1692,0.010715
1693,0.010644
1694,0.010777
1695,0.010762
1696,0.010855
1697,0.010793
1698,0.010917
1699,0.010798
1700,0.01185
1701,0.01187
1702,0.011101
1703,0.011023
1704,0.011219
1705,0.011022
1706,0.011013
1707,0.010939
1708,0.011115
1709,0.010976
1710,0.011104
1711,0.010901
1712,0.011026
1713,0.010942
1714,0.011084
1715,0.011706
1716,0.011973
1717,0.01201
1718,0.011964
1719,0.011687
1720,0.013354
1721,0.011239
1722,0.011028
1723,0.011175
1724,0.011265
1725,0.011274
1726,0.011351
1727,0.011406
1728,0.011298
1729,0.011403
1730,0.011504
1731,0.011339
1732,0.011363
1733,0.011263
1734,0.011383
1735,0.011552
1736,0.011521
1737,0.01142
1738,0.011527
1739,0.011452
1740,0.011508
1741,0.011509
1742,0.011534
1743,0.011551
1744,0.011408
1745,0.011641
1746,0.011594
1747,0.011757
1748,0.011548
1749,0.011507
1750,0.01166
1751,0.011586
1752,0.011601
1753,0.011608
1754,0.011736
1755,0.011619
1756,0.011863
1757,0.01168
1758,0.0116
1759,0.011597
1760,0.011768
1761,0.011723
1762,0.011808
1763,0.011669
1764,0.011661
1765,0.012051
1766,0.012202
1767,0.011968
1768,0.011729
1769,0.011745
1770,0.011878
1771,0.011882
1772,0.012039
1773,0.011908
1774,0.011859
1775,0.012023
1776,0.011892
1777,0.012027
1778,0.011778
1779,0.01197
1780,0.011954
1781,0.012039
1782,0.012099
1783,0.011972
1784,0.012153
1785,0.011897
1786,0.012136
1787,0.012118
1788,0.012039
1789,0.011971
1790,0.012069
1791,0.011989
1792,0.011956
1793,0.012085
1794,0.012137
1795,0.012299
1796,0.012031
1797,0.01212
1798,0.012276
1799,0.012256
1800,0.012986
1801,0.012607
1802,0.013452
1803,0.012441
1804,0.012394
1805,0.012447
1806,0.012411
1807,0.012337
1808,0.012436
1809,0.012674
1810,0.012534
1811,0.012298
1812,0.012351
1813,0.012251
1814,0.012536
1815,0.01232
1816,0.012526
1817,0.012548
1818,0.012673
1819,0.012344
1820,0.012737
1821,0.012765
1822,0.012684
1823,0.012833
1824,0.012689
1825,0.012848
1826,0.012737
1827,0.012634
1828,0.012879
1829,0.018491
1830,0.017837
1831,0.013043
1832,0.012341
1833,0.012288
1834,0.012118
1835,0.012295
1836,0.012309
1837,0.012745
1838,0.012561
1839,0.012872
1840,0.01244
1841,0.012986
1842,0.013193
1843,0.013021
