N,t
1839,0.077743
1840,0.0785
1841,0.076358
1842,0.068689
1843,0.068997
1844,0.072668
1845,0.070757
1846,0.069551
1847,0.068942
1848,0.069127
1849,0.068971
1850,0.06904
1851,0.069347
1852,0.069459
1853,0.069674
1854,0.072025
1855,0.07088
1856,0.070626
1857,0.069465
1858,0.06991
1859,0.069378
1860,0.07527
1861,0.074745
1862,0.072588
1863,0.07219
1864,0.071321
1865,0.071386
1866,0.071834
1867,0.071813
1868,0.073213
1869,0.071986
1870,0.071928
1871,0.071566
1872,0.077471
1873,0.074091
1874,0.071963
1875,0.071683
1876,0.07082
1877,0.07519
1878,0.073745
1879,0.073266
1880,0.071387
1881,0.073156
1882,0.072092
1883,0.072529
1884,0.071926
1885,0.071831
1886,0.072388
1887,0.072407
1888,0.073465
1889,0.072431
1890,0.083152
1891,0.074394
1892,0.072377
1893,0.072225
1894,0.072784
1895,0.073556
1896,0.073418
1897,0.073605
1898,0.072501
1899,0.072381
1900,0.075586
1901,0.082172
1902,0.07625
1903,0.079037
1904,0.075454
1905,0.075327
1906,0.074566
1907,0.074457
1908,0.080602
1909,0.077029
1910,0.075899
1911,0.074563
1912,0.075143
1913,0.076477
1914,0.077642
1915,0.076766
1916,0.075501
1917,0.074972
1918,0.074289
1919,0.074239
1920,0.074051
1921,0.074642
1922,0.076691
1923,0.084349
1924,0.084047
1925,0.079244
1926,0.076497
1927,0.088801
1928,0.084718
1929,0.087455
1930,0.08383
1931,0.084103
1932,0.089231
1933,0.102257
1934,0.085309
1935,0.08775
1936,0.085136
1937,0.096757
1938,0.104974
1939,0.092975
1940,0.102051
1941,0.113713
1942,0.100331
1943,0.107252
1944,0.109712
1945,0.098199
1946,0.097971
1947,0.105459
1948,0.134963
1949,0.104972
1950,0.119386
1951,0.104137
1952,0.093694
1953,0.094968
1954,0.098612
1955,0.096533
1956,0.095528
1957,0.094599
1958,0.097534
1959,0.097609
1960,0.099476
1961,0.099963
1962,0.098796
1963,0.096951
1964,0.092855
1965,0.094871
1966,0.092316
1967,0.092513
1968,0.09465
1969,0.102479
1970,0.092219
1971,0.098108
1972,0.09841
1973,0.098373
1974,0.102214
1975,0.098426
1976,0.097604
1977,0.0958
1978,0.093118
1979,0.092905
1980,0.095492
1981,0.09706
1982,0.10005
1983,0.095023
1984,0.096271
1985,0.09439
1986,0.095515
1987,0.096116
1988,0.094263
1989,0.097929
1990,0.09497
1991,0.10196
1992,0.091123
1993,0.093344
1994,0.095849
1995,0.099883
1996,0.101788
1997,0.103565
1998,0.098474
1999,0.102427
2000,0.100647
2001,0.107851
2002,0.100215
2003,0.094774
2004,0.103249
2005,0.095703
2006,0.095476
2007,0.097136
2008,0.095307
2009,0.096744
2010,0.096746
2011,0.095538
2012,0.103906
2013,0.094615
2014,0.098326
2015,0.099739
2016,0.098096
2017,0.098126
2018,0.09778
2019,0.100895
2020,0.098733
2021,0.098046
2022,0.097524
2023,0.100712
2024,0.100855
2025,0.100562
2026,0.099585
2027,0.097901
2028,0.09843
2029,0.099945
2030,0.098993
2031,0.101618
2032,0.104482
2033,0.106205
2034,0.109039
2035,0.113311
2036,0.109041
2037,0.10702
2038,0.104214
2039,0.106154
2040,0.108558
2041,0.107561
2042,0.107473
2043,0.109913
2044,0.110413
2045,0.108051
2046,0.106474
2047,0.101865
2048,0.102586
2049,0.101267
2050,0.105694
2051,0.107171
2052,0.107473
2053,0.100993
2054,0.102208
2055,0.103956
2056,0.120383
2057,0.102146
2058,0.10282
2059,0.102592
2060,0.104149
2061,0.108677
2062,0.109546
2063,0.108578
2064,0.109301
2065,0.108399
2066,0.109488
2067,0.108769
2068,0.109469
2069,0.109939
2070,0.109391
2071,0.117917
2072,0.105363
2073,0.112308
2074,0.105006
2075,0.103543
2076,0.105891
2077,0.106198
2078,0.107457
2079,0.104918
2080,0.115203
2081,0.113462
2082,0.109549
2083,0.110738
2084,0.108712
2085,0.110245
2086,0.112367
2087,0.112757
2088,0.108491
2089,0.105508
2090,0.114142
2091,0.106037
2092,0.110191
2093,0.112165
2094,0.106429
2095,0.109447
2096,0.110568
2097,0.108979
2098,0.113249
2099,0.116747
2100,0.116081
2101,0.114766
2102,0.111668
2103,0.115326
2104,0.110079
2105,0.111084
2106,0.109385
2107,0.110175
2108,0.119083
2109,0.11071
2110,0.113479
2111,0.116119
2112,0.116388
2113,0.110981
2114,0.110712
2115,0.11156
2116,0.116134
2117,0.119065
2118,0.119097
2119,0.119685
2120,0.11061
2121,0.111848
2122,0.118628
2123,0.110947
2124,0.112199
2125,0.113133
2126,0.114397
2127,0.114318
2128,0.113581
2129,0.114231
2130,0.114172
2131,0.115132
2132,0.114825
2133,0.116023
2134,0.114621
2135,0.114785
2136,0.116328
2137,0.11365
2138,0.116405
2139,0.112179
2140,0.11489
2141,0.113359
2142,0.115751
2143,0.113853
2144,0.115715
2145,0.119804
2146,0.125168
2147,0.115375
2148,0.113154
2149,0.118014
2150,0.120402
2151,0.121312
2152,0.115642
2153,0.115714
2154,0.115304
2155,0.115207
2156,0.118193
2157,0.117654
2158,0.115458
2159,0.115878
2160,0.11685
2161,0.119025
2162,0.123831
2163,0.126748
2164,0.118996
2165,0.117797
2166,0.118505
2167,0.118851
2168,0.122437
2169,0.117798
2170,0.120122
2171,0.121579
2172,0.124704
2173,0.122529
2174,0.120996
2175,0.121414
2176,0.122602
2177,0.120138
2178,0.123986
2179,0.130732
2180,0.124755
2181,0.127589
2182,0.124114
2183,0.12318
2184,0.123022
2185,0.119601
2186,0.121546
2187,0.139082
2188,0.121303
2189,0.122639
2190,0.121182
2191,0.121044
2192,0.123269
2193,0.123016
2194,0.120325
2195,0.123788
2196,0.132847
2197,0.120724
2198,0.124131
2199,0.124856
2200,0.127891
2201,0.127741
2202,0.12176
2203,0.124491
2204,0.121271
2205,0.122511
2206,0.12356
2207,0.124591
2208,0.125583
2209,0.12269
2210,0.125877
2211,0.152753
2212,0.133678
2213,0.1323
2214,0.129447
2215,0.130678
2216,0.129471
2217,0.130268
2218,0.129773
2219,0.149982
2220,0.129901
2221,0.13026
2222,0.129816
2223,0.131012
2224,0.138302
2225,0.131899
2226,0.130557
2227,0.132056
2228,0.137436
2229,0.130963
2230,0.132182
2231,0.132337
2232,0.137969
2233,0.140244
2234,0.138831
2235,0.141233
2236,0.145718
2237,0.135692
2238,0.138384
2239,0.13918
