N,t
259,0.001432
260,0.00145
261,0.001464
262,0.001464
263,0.00149
264,0.001487
265,0.001541
266,0.001738
267,0.001715
268,0.001536
269,0.001554
270,0.001557
271,0.001571
272,0.00158
273,0.001592
274,0.001609
275,0.001624
276,0.001638
277,0.001648
278,0.001649
279,0.001664
280,0.001684
281,0.001686
282,0.001698
283,0.001711
284,0.001721
285,0.001744
286,0.001758
287,0.001758
288,0.001777
289,0.001783
290,0.001805
291,0.001806
292,0.001832
293,0.001843
294,0.001843
295,0.002104
296,0.002024
297,0.001892
298,0.001892
299,0.00192
300,0.00193
301,0.001934
302,0.001943
303,0.00197
304,0.001968
305,0.001983
306,0.002007
307,0.002009
308,0.002033
309,0.002046
310,0.002046
311,0.002061
312,0.002072
313,0.002093
314,0.0021
315,0.00213
316,0.00214
317,0.00214
318,0.002165
319,0.00218
320,0.00219
321,0.002172
322,0.00231
323,0.002181
324,0.002221
325,0.002196
326,0.00222
327,0.002261
328,0.002248
329,0.002299
330,0.002313
331,0.002335
332,0.002331
333,0.002354
334,0.002411
335,0.002329
336,0.002384
337,0.002357
338,0.002417
339,0.002439
340,0.002413
341,0.002466
342,0.002475
343,0.002483
344,0.002529
345,0.002476
346,0.002653
347,0.002558
348,0.002513
349,0.00256
350,0.002587
351,0.002556
352,0.002615
353,0.00264
354,0.002615
355,0.00266
356,0.002677
357,0.002659
358,0.002712
359,0.00272
360,0.002703
361,0.002749
362,0.00281
363,0.002747
364,0.002791
365,0.002923
366,0.002799
367,0.002874
368,0.002867
369,0.00289
370,0.002863
371,0.002912
372,0.002998
373,0.002982
374,0.002927
375,0.003011
376,0.003024
377,0.003089
378,0.003059
379,0.003068
380,0.003083
381,0.003064
382,0.003139
383,0.003168
384,0.003145
385,0.003163
386,0.003131
387,0.003107
388,0.00322
389,0.003224
390,0.003247
391,0.003266
392,0.003224
393,0.003222
394,0.00334
395,0.003275
396,0.003339
397,0.003354
398,0.003319
399,0.003498
400,0.003409
401,0.003392
402,0.003444
403,0.00342
404,0.003479
405,0.003524
406,0.003833
407,0.003536
408,0.003569
409,0.003528
410,0.00354
411,0.003541
412,0.00358
413,0.003624
414,0.003993
415,0.003764
416,0.003778
417,0.003818
418,0.003834
419,0.003773
420,0.00383
421,0.003844
422,0.003806
423,0.003855
424,0.00387
425,0.003842
426,0.003898
427,0.003994
428,0.003923
429,0.003879
430,0.00393
431,0.00397
432,0.003904
433,0.004003
434,0.004114
435,0.004001
436,0.004071
437,0.004128
438,0.004133
439,0.00408
440,0.00424
441,0.004124
442,0.004185
443,0.004235
444,0.004271
445,0.00419
446,0.00422
447,0.004191
448,0.004249
449,0.00436
450,0.004284
451,0.004282
452,0.004347
453,0.004431
454,0.00435
455,0.004466
456,0.004448
457,0.004414
458,0.004469
459,0.004409
460,0.004493
461,0.004515
462,0.00452
463,0.004538
464,0.00458
465,0.004777
466,0.00484
467,0.004639
468,0.004629
469,0.004845
470,0.005514
471,0.004835
472,0.00498
473,0.005044
474,0.004902
475,0.004962
476,0.006426
477,0.005418
478,0.005454
479,0.00499
480,0.005012
481,0.005047
482,0.00509
483,0.004908
484,0.004976
485,0.004956
486,0.005133
487,0.005124
488,0.005042
489,0.005051
490,0.005072
491,0.005128
492,0.005105
493,0.005157
494,0.005165
495,0.005157
496,0.005513
497,0.006258
498,0.007823
499,0.00571
500,0.005648
501,0.005549
502,0.005733
503,0.00576
504,0.005439
505,0.005739
506,0.005572
507,0.005552
508,0.005499
509,0.005487
510,0.005575
511,0.005476
512,0.005467
513,0.005523
514,0.005538
515,0.00571
516,0.00557
517,0.005578
518,0.005601
519,0.005636
520,0.005717
521,0.005695
522,0.005835
523,0.005815
524,0.005827
525,0.005818
526,0.005817
527,0.005867
528,0.005907
529,0.006064
530,0.005879
531,0.005976
532,0.006205
533,0.006131
534,0.006102
535,0.005981
536,0.006037
537,0.006109
538,0.006045
539,0.006134
540,0.006103
541,0.006251
542,0.006164
543,0.006132
544,0.00627
545,0.006252
546,0.006296
547,0.00628
548,0.006298
549,0.006407
550,0.006301
551,0.006394
552,0.006415
553,0.006467
554,0.006502
555,0.006459
556,0.00653
557,0.006546
558,0.006457
559,0.006589
560,0.006504
561,0.006568
562,0.006629
563,0.006584
564,0.006615
565,0.006851
566,0.006914
567,0.006813
568,0.00682
569,0.006802
570,0.007012
571,0.006877
572,0.006934
573,0.007044
574,0.006939
575,0.007038
576,0.007019
577,0.007064
578,0.007018
579,0.007068
580,0.00705
581,0.007238
582,0.007065
583,0.007149
584,0.007172
585,0.007171
586,0.007225
587,0.007128
588,0.00733
589,0.007275
590,0.007274
591,0.007315
592,0.007349
593,0.007381
594,0.007465
595,0.007427
596,0.007413
597,0.007483
598,0.007523
599,0.007642
600,0.009575
601,0.007747
602,0.00806
603,0.008449
604,0.008125
605,0.008076
606,0.007945
607,0.007966
608,0.008039
609,0.007868
610,0.007853
611,0.007753
612,0.007902
613,0.00793
614,0.007934
615,0.008032
616,0.007962
617,0.00799
618,0.008081
619,0.008066
620,0.00809
621,0.008126
622,0.008258
623,0.008206
624,0.008139
625,0.008325
626,0.008145
627,0.008151
628,0.008459
629,0.008632
630,0.008342
631,0.008513
632,0.008423
633,0.008265
634,0.008484
635,0.008469
636,0.008662
637,0.008586
638,0.008931
639,0.008583
640,0.00859
641,0.008766
642,0.00867
643,0.008712
644,0.008922
645,0.009075
646,0.009321
647,0.009393
648,0.009416
649,0.009451
650,0.009517
651,0.009577
652,0.009269
653,0.00935
654,0.009277
655,0.009334
656,0.009014
657,0.009004
658,0.008928
659,0.009178
660,0.009131
661,0.009332
662,0.009265
663,0.009499
664,0.00935
665,0.009211
666,0.009383
667,0.009306
668,0.009652
669,0.009534
670,0.009531
671,0.009662
672,0.00953
673,0.009572
674,0.009585
675,0.009593
676,0.009647
677,0.009764
678,0.009737
679,0.009725
680,0.009693
681,0.009695
682,0.009802
683,0.010027
684,0.009782
685,0.009808
686,0.009787
687,0.009959
688,0.009833
689,0.010174
690,0.010084
691,0.009991
692,0.00995
693,0.009961
694,0.010205
695,0.010093
696,0.010383
697,0.010131
698,0.010288
699,0.010559
700,0.010276
701,0.010319
702,0.01019
703,0.010503
704,0.010325
705,0.010379
706,0.010391
707,0.010469
708,0.010647
709,0.010481
710,0.010537
711,0.01054
712,0.010586
713,0.010743
714,0.01066
715,0.010724
716,0.010546
717,0.010766
718,0.010786
719,0.010624
720,0.010739
721,0.010682
722,0.010738
723,0.011275
724,0.010996
725,0.01088
726,0.011035
727,0.01091
728,0.011084
729,0.011015
730,0.011096
731,0.011207
732,0.011084
733,0.011256
734,0.01122
735,0.01156
736,0.011445
737,0.011456
738,0.01149
739,0.011461
740,0.011503
741,0.01146
742,0.011614
743,0.011626
744,0.011584
745,0.011442
746,0.011628
747,0.011887
748,0.011807
749,0.011643
750,0.011629
751,0.011921
752,0.011651
753,0.012032
754,0.011813
755,0.011917
756,0.011718
757,0.012114
758,0.012469
759,0.012513
760,0.012311
761,0.012168
762,0.01242
763,0.012737
764,0.01234
765,0.012315
766,0.0125
767,0.012409
768,0.01246
769,0.012422
770,0.012418
771,0.012544
772,0.012474
773,0.012725
774,0.012492
775,0.012596
776,0.012621
777,0.012752
778,0.012644
779,0.012645
780,0.01277
781,0.012732
782,0.012817
783,0.012792
784,0.012916
785,0.012942
786,0.012721
787,0.012797
788,0.013068
789,0.012968
790,0.013301
791,0.012867
792,0.013379
793,0.013181
794,0.013069
795,0.01337
796,0.014121
797,0.013745
798,0.014177
799,0.013868
800,0.014028
801,0.013612
802,0.013491
803,0.013477
804,0.013648
805,0.013559
806,0.013661
807,0.013572
808,0.013608
809,0.01378
810,0.013825
811,0.01394
812,0.013856
813,0.013774
814,0.013907
815,0.013883
816,0.014066
817,0.013983
818,0.014062
819,0.014064
820,0.014079
821,0.014087
822,0.013942
823,0.014277
824,0.014143
825,0.014019
826,0.014076
827,0.01412
828,0.01437
829,0.014327
830,0.014469
831,0.014488
832,0.015159
833,0.014835
834,0.014523
835,0.014648
836,0.01543
837,0.014839
838,0.014762
839,0.014866
840,0.014826
841,0.014959
842,0.014877
843,0.014671
844,0.015053
845,0.01489
846,0.0148
847,0.014745
848,0.015071
849,0.014975
850,0.014948
851,0.01492
852,0.015292
853,0.015433
854,0.015523
855,0.015617
856,0.015571
857,0.015514
858,0.015412
859,0.015483
860,0.015546
861,0.015564
862,0.015486
863,0.015635
864,0.015982
865,0.015672
866,0.015542
867,0.015682
868,0.015908
869,0.016019
870,0.016212
871,0.015902
872,0.016167
873,0.015989
874,0.016037
875,0.01586
876,0.016033
877,0.016261
878,0.016244
879,0.016183
880,0.016052
881,0.016053
882,0.016549
883,0.016222
884,0.016158
885,0.016422
886,0.016385
887,0.016632
888,0.016847
889,0.016558
890,0.016571
891,0.016638
892,0.016728
893,0.016468
894,0.016394
895,0.016857
896,0.016812
897,0.016982
898,0.016878
899,0.01748
900,0.017286
901,0.017315
902,0.017544
903,0.016979
904,0.017188
905,0.017004
906,0.017174
907,0.017371
908,0.017175
909,0.017301
910,0.017348
911,0.017506
912,0.017449
913,0.017561
914,0.017367
915,0.017505
916,0.017542
917,0.017503
918,0.017283
919,0.017748
920,0.017442
921,0.017988
922,0.018025
923,0.017654
924,0.017807
925,0.018176
926,0.018087
927,0.018983
928,0.019277
929,0.018708
930,0.018225
931,0.018709
932,0.018247
933,0.018572
934,0.018727
935,0.018454
936,0.018529
937,0.018413
938,0.018882
939,0.018608
940,0.018646
941,0.01862
942,0.018408
943,0.018721
944,0.018583
945,0.018514
946,0.018653
947,0.018635
948,0.018739
949,0.018905
950,0.018645
951,0.019023
952,0.019802
953,0.01905
954,0.019572
955,0.019532
956,0.019718
957,0.01902
958,0.019188
959,0.018829
960,0.019308
961,0.019577
962,0.019338
963,0.01942
964,0.019421
965,0.019269
966,0.019352
967,0.019437
968,0.019578
969,0.019866
970,0.019565
971,0.019889
972,0.019805
973,0.020016
974,0.019862
975,0.020456
976,0.020355
977,0.020245
978,0.020048
979,0.020074
980,0.019767
981,0.020333
982,0.020408
983,0.020462
984,0.02038
985,0.021052
986,0.020618
987,0.020472
988,0.020571
989,0.020512
990,0.020519
991,0.02034
992,0.02051
993,0.020277
994,0.020428
995,0.020316
996,0.020443
997,0.020593
998,0.020916
999,0.020786
1000,0.020779
1001,0.021393
1002,0.021873
1003,0.021752
1004,0.021704
1005,0.0215
1006,0.021904
1007,0.021562
1008,0.021409
1009,0.021538
1010,0.02231
1011,0.022466
1012,0.022384
1013,0.02291
1014,0.022895
1015,0.022716
1016,0.02233
1017,0.022135
1018,0.022928
1019,0.022513
1020,0.021842
1021,0.022429
1022,0.021975
1023,0.022025
1024,0.022007
1025,0.022027
1026,0.021962
1027,0.023053
1028,0.023467
1029,0.022909
1030,0.022268
1031,0.02252
1032,0.022239
1033,0.02236
1034,0.022451
1035,0.022191
1036,0.022264
1037,0.022221
1038,0.022427
1039,0.022812
1040,0.022669
1041,0.022999
1042,0.022793
1043,0.022636
1044,0.022932
1045,0.023112
1046,0.023838
1047,0.02333
1048,0.023913
1049,0.023576
1050,0.023189
1051,0.023403
1052,0.023362
1053,0.023393
1054,0.022983
1055,0.022895
1056,0.022895
1057,0.023104
1058,0.023637
1059,0.023392
1060,0.023217
1061,0.023092
1062,0.023341
1063,0.023486
1064,0.023425
1065,0.023724
1066,0.024123
1067,0.023719
1068,0.023384
1069,0.023722
1070,0.023827
1071,0.024074
1072,0.024064
1073,0.023907
1074,0.024058
1075,0.023947
1076,0.02392
1077,0.024078
1078,0.02487
1079,0.024107
1080,0.02427
1081,0.024679
1082,0.024321
1083,0.024644
1084,0.024791
1085,0.024535
1086,0.024387
1087,0.025193
1088,0.026272
1089,0.02568
1090,0.025891
1091,0.025396
1092,0.025421
1093,0.025219
1094,0.025107
1095,0.025115
1096,0.025143
1097,0.02531
1098,0.025167
1099,0.025557
1100,0.02531
1101,0.025061
1102,0.024981
1103,0.025425
1104,0.025205
1105,0.025401
1106,0.025297
1107,0.025981
1108,0.025383
1109,0.025877
1110,0.025627
1111,0.02582
1112,0.026945
1113,0.027487
1114,0.026943
1115,0.026506
1116,0.026355
1117,0.026343
1118,0.026159
1119,0.026428
1120,0.026355
1121,0.026246
1122,0.026057
1123,0.026061
1124,0.026319
1125,0.026979
1126,0.026285
1127,0.02752
1128,0.027403
1129,0.027491
1130,0.02693
1131,0.027159
1132,0.026948
1133,0.026487
1134,0.026524
1135,0.026746
1136,0.026914
1137,0.027554
1138,0.026709
1139,0.027021
1140,0.026875
1141,0.027084
1142,0.027717
1143,0.027546
1144,0.027271
1145,0.027619
1146,0.02762
1147,0.027911
1148,0.027715
1149,0.028972
1150,0.028269
1151,0.02797
1152,0.027899
1153,0.028218
1154,0.028355
1155,0.027565
1156,0.028431
1157,0.028849
1158,0.029885
1159,0.02934
1160,0.030534
1161,0.030415
1162,0.030727
1163,0.030859
1164,0.029503
1165,0.029759
1166,0.029473
1167,0.029589
1168,0.028488
1169,0.02877
1170,0.02885
1171,0.029108
1172,0.029063
1173,0.028608
1174,0.029104
1175,0.028818
1176,0.029165
1177,0.029028
1178,0.028915
1179,0.028977
1180,0.029229
1181,0.02908
1182,0.029423
1183,0.029664
1184,0.029673
1185,0.031259
1186,0.030611
1187,0.029609
1188,0.029942
1189,0.02987
1190,0.030071
1191,0.029878
1192,0.029289
1193,0.02941
1194,0.029858
1195,0.029849
1196,0.030651
1197,0.030657
1198,0.030848
1199,0.030646
1200,0.030649
1201,0.030514
1202,0.030258
1203,0.030562
1204,0.030576
1205,0.030661
1206,0.029922
1207,0.030373
1208,0.031022
1209,0.030653
1210,0.030454
1211,0.030718
1212,0.030969
1213,0.030822
1214,0.03105
1215,0.030668
1216,0.031074
1217,0.030835
1218,0.031144
1219,0.031171
1220,0.031192
1221,0.031467
1222,0.031275
1223,0.031618
1224,0.031821
1225,0.031924
1226,0.03159
1227,0.031462
1228,0.031805
1229,0.032706
1230,0.031994
1231,0.031805
1232,0.032191
1233,0.031863
1234,0.031525
1235,0.031602
1236,0.032147
1237,0.031711
1238,0.032209
1239,0.031915
1240,0.032246
1241,0.03244
1242,0.032421
1243,0.032345
1244,0.032847
1245,0.03233
1246,0.032549
1247,0.032498
1248,0.032879
1249,0.032632
1250,0.034411
1251,0.034434
1252,0.033366
1253,0.033359
1254,0.033558
1255,0.033427
1256,0.03303
1257,0.032923
1258,0.033177
1259,0.033149
1260,0.033914
1261,0.034506
1262,0.034155
1263,0.033902
1264,0.033893
1265,0.033822
1266,0.034326
1267,0.033358
1268,0.033641
1269,0.033997
1270,0.03413
1271,0.034542
1272,0.03408
1273,0.033859
1274,0.034096
1275,0.034028
1276,0.034847
1277,0.03406
1278,0.034858
1279,0.034393
1280,0.034248
1281,0.034357
1282,0.034331
1283,0.033762
1284,0.03384
1285,0.034075
1286,0.034985
1287,0.034245
1288,0.035104
1289,0.035775
1290,0.03554
1291,0.035167
1292,0.035138
1293,0.034454
1294,0.034968
1295,0.035199
1296,0.035428
1297,0.035408
1298,0.035262
1299,0.03533
1300,0.0357
1301,0.036119
1302,0.035573
1303,0.035669
1304,0.035801
1305,0.035597
1306,0.035689
1307,0.035864
1308,0.036317
1309,0.03788
1310,0.037481
1311,0.036811
1312,0.036313
1313,0.036139
1314,0.036787
1315,0.036668
1316,0.036623
1317,0.036455
1318,0.037785
1319,0.037369
1320,0.036937
1321,0.036999
1322,0.037126
1323,0.037366
1324,0.037239
1325,0.036797
1326,0.037043
1327,0.03616
1328,0.036923
1329,0.036826
1330,0.037299
1331,0.037161
1332,0.036891
1333,0.037076
1334,0.037391
1335,0.037219
1336,0.03735
1337,0.037394
1338,0.037427
1339,0.03762
1340,0.037618
1341,0.037542
1342,0.037707
1343,0.038388
1344,0.038642
1345,0.039617
1346,0.038639
1347,0.038148
1348,0.038182
1349,0.038284
1350,0.038451
1351,0.038021
1352,0.038445
1353,0.038551
1354,0.038743
1355,0.038336
1356,0.038357
1357,0.038549
1358,0.038547
1359,0.038421
1360,0.039721
1361,0.038554
1362,0.038908
1363,0.04115
1364,0.041608
1365,0.039224
1366,0.039248
1367,0.038967
1368,0.039579
1369,0.03997
1370,0.040147
1371,0.039985
1372,0.039941
1373,0.040048
1374,0.040083
1375,0.039863
1376,0.039868
1377,0.039814
1378,0.039243
1379,0.039348
1380,0.040046
1381,0.040271
1382,0.040416
1383,0.04037
1384,0.040576
1385,0.040596
1386,0.039875
1387,0.040293
1388,0.040746
1389,0.04025
1390,0.040705
1391,0.040621
1392,0.041002
1393,0.041049
1394,0.041725
1395,0.042217
1396,0.042061
1397,0.041363
1398,0.040936
1399,0.041575
1400,0.04074
1401,0.040992
1402,0.041349
1403,0.041481
1404,0.041545
1405,0.04146
1406,0.041657
1407,0.041631
1408,0.041686
1409,0.041489
1410,0.042226
1411,0.041459
1412,0.041782
1413,0.043956
1414,0.043527
1415,0.042849
1416,0.042262
1417,0.041595
1418,0.043258
1419,0.042381
1420,0.043008
1421,0.042596
1422,0.04239
1423,0.042609
1424,0.042454
1425,0.042861
1426,0.044859
1427,0.043137
1428,0.043203
1429,0.042992
1430,0.043155
1431,0.043201
1432,0.042989
1433,0.043325
1434,0.043054
1435,0.04307
1436,0.043237
1437,0.043139
1438,0.043513
1439,0.043838
1440,0.043531
1441,0.044862
1442,0.044606
1443,0.044985
1444,0.044009
1445,0.044331
1446,0.043969
1447,0.043829
1448,0.044088
1449,0.045622
1450,0.044985
1451,0.044081
1452,0.044951
1453,0.044727
1454,0.043946
1455,0.044283
1456,0.043924
1457,0.044188
1458,0.044845
1459,0.04535
1460,0.047762
1461,0.045937
1462,0.045079
1463,0.045899
1464,0.046647
1465,0.046211
1466,0.046104
1467,0.046097
1468,0.04565
1469,0.046052
1470,0.04582
1471,0.046504
1472,0.04641
1473,0.045962
1474,0.046255
1475,0.046432
1476,0.046009
1477,0.046117
1478,0.04595
1479,0.046262
1480,0.046778
1481,0.046523
1482,0.046653
1483,0.046596
1484,0.047041
1485,0.047594
1486,0.048354
1487,0.047242
1488,0.047034
1489,0.046948
1490,0.046721
1491,0.046944
1492,0.047331
1493,0.047246
1494,0.047118
1495,0.04734
1496,0.0477
1497,0.047245
1498,0.047726
1499,0.047899
1500,0.047979
1501,0.048098
1502,0.047961
1503,0.048805
1504,0.049878
1505,0.048735
1506,0.049122
1507,0.049735
1508,0.048604
1509,0.048056
1510,0.048028
1511,0.048546
1512,0.048205
1513,0.04889
1514,0.048158
1515,0.047956
1516,0.048342
1517,0.048418
1518,0.048657
1519,0.049598
1520,0.048694
1521,0.049832
1522,0.05216
1523,0.052117
1524,0.051616
1525,0.051753
1526,0.053258
1527,0.053358
1528,0.050721
1529,0.051209
1530,0.050691
1531,0.051306
1532,0.049891
1533,0.050245
1534,0.04972
1535,0.049559
1536,0.050056
1537,0.05001
1538,0.049747
1539,0.049611
1540,0.050222
1541,0.050838
1542,0.05018
1543,0.050094
1544,0.052819
1545,0.051649
1546,0.051749
1547,0.051983
1548,0.05089
1549,0.051194
1550,0.050653
1551,0.051141
1552,0.050989
1553,0.050817
1554,0.051617
1555,0.051117
1556,0.051119
1557,0.051199
1558,0.05151
1559,0.05072
1560,0.051365
1561,0.051928
1562,0.051786
1563,0.051963
1564,0.052097
1565,0.052489
1566,0.05315
1567,0.052061
1568,0.052109
1569,0.05182
1570,0.05201
1571,0.052555
1572,0.052441
1573,0.05202
1574,0.05297
1575,0.052551
1576,0.05255
1577,0.052369
1578,0.052107
1579,0.052872
1580,0.053427
1581,0.052544
1582,0.053034
1583,0.05526
1584,0.05512
1585,0.054925
1586,0.053827
1587,0.053404
1588,0.053462
1589,0.05376
1590,0.05365
1591,0.053428
1592,0.053638
1593,0.054114
1594,0.054103
1595,0.053854
1596,0.053896
1597,0.053697
1598,0.054158
1599,0.054039
1600,0.054097
1601,0.054191
1602,0.055327
1603,0.061269
1604,0.054637
1605,0.054038
1606,0.054744
1607,0.054491
1608,0.054622
1609,0.054546
1610,0.054689
1611,0.054755
1612,0.054861
1613,0.055376
1614,0.054996
1615,0.055115
1616,0.055347
1617,0.05801
1618,0.055476
1619,0.055553
1620,0.057054
1621,0.072949
1622,0.055961
1623,0.056219
1624,0.055916
1625,0.05572
1626,0.05599
1627,0.055623
1628,0.056696
1629,0.056405
1630,0.055928
1631,0.057196
1632,0.056987
1633,0.056329
1634,0.056118
1635,0.056085
1636,0.056371
1637,0.056818
1638,0.057673
1639,0.058101
1640,0.057337
1641,0.056649
1642,0.056907
1643,0.05701
1644,0.056943
1645,0.057253
1646,0.057055
1647,0.057514
1648,0.056885
1649,0.057364
1650,0.057803
1651,0.057993
1652,0.057237
1653,0.057543
1654,0.05735
1655,0.058069
1656,0.068759
1657,0.058969
1658,0.058586
1659,0.058587
1660,0.05868
1661,0.058346
1662,0.058282
1663,0.058646
1664,0.059073
1665,0.058782
1666,0.058627
1667,0.058298
1668,0.060752
1669,0.060023
1670,0.062209
1671,0.062337
1672,0.063971
1673,0.064825
1674,0.064612
1675,0.065162
1676,0.061438
1677,0.060806
1678,0.060777
1679,0.061844
1680,0.059727
1681,0.059135
1682,0.060192
1683,0.059794
1684,0.059611
1685,0.059569
1686,0.059965
1687,0.059558
1688,0.060445
1689,0.063159
1690,0.064314
1691,0.061445
1692,0.0613
1693,0.061211
1694,0.060821
1695,0.060978
1696,0.061121
1697,0.061518
1698,0.061784
1699,0.061294
1700,0.061452
1701,0.061348
1702,0.061488
1703,0.061719
1704,0.06116
1705,0.063032
1706,0.063255
1707,0.06238
1708,0.062293
1709,0.06183
1710,0.062049
1711,0.061676
1712,0.062203
1713,0.062291
1714,0.062249
1715,0.063438
1716,0.062733
1717,0.062499
1718,0.062399
1719,0.06252
1720,0.062649
1721,0.064134
1722,0.06566
1723,0.064622
1724,0.063259
1725,0.06347
1726,0.063267
1727,0.063904
1728,0.063363
1729,0.064887
1730,0.063297
1731,0.063641
1732,0.063581
1733,0.063661
1734,0.063549
1735,0.06405
1736,0.064615
1737,0.065799
1738,0.064268
1739,0.063833
1740,0.064391
1741,0.064259
1742,0.064672
1743,0.064736
1744,0.064697
1745,0.064615
1746,0.064646
1747,0.064647
1748,0.064279
1749,0.064704
1750,0.065227
1751,0.06515
1752,0.066247
1753,0.066951
1754,0.069499
1755,0.06613
1756,0.065649
1757,0.065414
1758,0.065576
1759,0.066067
1760,0.065823
1761,0.066013
1762,0.065789
1763,0.065791
1764,0.065832
1765,0.067748
1766,0.066085
1767,0.067795
1768,0.068138
1769,0.066041
1770,0.066918
1771,0.066617
1772,0.066785
1773,0.066773
1774,0.06698
1775,0.066935
1776,0.067447
1777,0.067193
1778,0.066988
1779,0.067175
1780,0.067126
1781,0.067125
1782,0.068957
1783,0.069333
1784,0.071209
1785,0.070108
1786,0.06802
1787,0.067509
1788,0.067731
1789,0.06788
1790,0.067953
1791,0.067667
1792,0.068206
1793,0.068264
1794,0.068459
1795,0.068292
1796,0.068637
1797,0.070108
1798,0.068699
1799,0.068716
1800,0.069466
1801,0.06886
1802,0.068741
1803,0.068687
1804,0.068822
1805,0.069291
1806,0.06959
1807,0.068941
1808,0.069472
1809,0.069865
1810,0.069371
1811,0.070834
1812,0.072065
1813,0.070226
1814,0.073995
1815,0.070351
1816,0.070463
1817,0.070394
1818,0.070347
1819,0.07017
1820,0.070599
1821,0.070204
1822,0.070346
1823,0.070375
1824,0.071205
1825,0.072476
1826,0.072875
1827,0.070937
1828,0.070917
1829,0.071547
1830,0.071469
1831,0.071587
1832,0.07122
1833,0.071751
1834,0.071756
1835,0.071791
1836,0.071265
1837,0.071906
1838,0.071599
1839,0.073174
1840,0.073563
1841,0.071795
1842,0.074724
1843,0.073679
1844,0.072675
1845,0.072677
1846,0.073032
1847,0.073002
1848,0.072504
1849,0.072769
1850,0.073287
1851,0.072898
1852,0.073019
1853,0.075139
1854,0.074072
1855,0.07304
1856,0.073239
1857,0.072979
1858,0.07371
1859,0.072976
1860,0.073227
1861,0.07382
1862,0.074187
1863,0.073719
1864,0.073146
1865,0.073828
1866,0.074544
1867,0.075485
1868,0.074499
1869,0.074664
1870,0.078536
